,OriginalTweet,Sentiment,text_clean,text_len,token_lens
90,"We used to laugh at Demolition Man ?

#Coronavirus https://t.co/2t2Rgs1nff",Positive,we used to laugh at demolition man coronavirus,8,11
91,What efforts are being carried out for disadvantaged communities for the quarantine I am sure many families can t stock pile food and medications for 2 or 4 weeks Who Is doing what Put the info below so we can help each other Thanks,Extremely Positive,what efforts are being carried out for disadvantaged communities for the quarantine i am sure many families can t stock pile food and medications for 2 or 4 weeks who is doing what put the info below so we can help each other thanks,44,48
92,How is #Coronavirus impacting online shopping? Our upcoming market research provides insights into consumers' online buying behavior and how it will affect brands. #Covid_19 #IP #BrandProtection https://t.co/0GAzXNJRee,Neutral,how is coronavirus impacting online shopping our upcoming market research provides insights into consumers online buying behavior and how it will affect brands covid19 ip brandprotection,26,35
93,So we made our grocery today. We are not panic buying. We usually do our grocery every sunday. Thankful for Anti-hoarding &amp; Anti panic buying ordinance of Valenzuela city everyone have chance to do their grocery peacefully. The counter will not punch your exceed number of goods. https://t.co/CHQ5C1THYS,Extremely Positive,so we made our grocery today we are not panic buying we usually do our grocery every sunday thankful for antihoarding amp anti panic buying ordinance of valenzuela city everyone have chance to do their grocery peacefully the counter will not punch your exceed number of goods,47,54
94,@MassGovernor #coronapocalypse #COVID19sverige #Covid_19 #CoronaOutbreak Massachusetts is a #Democrats2020 so why is everyone emptying supermarket shelves? You don't trust the #Democrats2020 YOU elected? Or your are #selfish so when your neighbor gets sic,Positive,coronapocalypse covid19sverige covid19 coronaoutbreak massachusetts is a democrats2020 so why is everyone emptying supermarket shelves you dont trust the democrats2020 you elected or your are selfish so when your neighbor gets sic,32,53
95,"Grocery stores &amp; other U.S. businesses remaining open amid the coronavirus pandemic are facing pressure from unions &amp; activists to provide hazard pay for employees whose jobs involve tasks that put them at direct risk of exposure to the infectious disease.
https://t.co/e9IS2pFKKY",Negative,grocery stores amp other us businesses remaining open amid the coronavirus pandemic are facing pressure from unions amp activists to provide hazard pay for employees whose jobs involve tasks that put them at direct risk of exposure to the infectious disease,41,46
96,"Stock up on snack food. These are mostly made at Large #FACTORY / #facilities . Once an confirmed case shows up in a location. It will shut it down for weeks. Just a warning.

#Doritos 
#sunchips
#tostitos
#frito 
#Covid_19 
#coronavirus",Negative,stock up on snack food these are mostly made at large factory facilities once an confirmed case shows up in a location it will shut it down for weeks just a warning doritos sunchips tostitos frito covid19 coronavirus,38,50
97,They re certainly more proactive here in compared to what I m hearing about in the These pictures are from a local supermarket yesterday 19,Extremely Positive,they re certainly more proactive here in compared to what i m hearing about in the these pictures are from a local supermarket yesterday 19,25,28
98,"Learn more about your rights during the #COVID19 emergency on issues like paid sick leave, civil rights protections, and more at https://t.co/diteDRYOvj",Negative,learn more about your rights during the covid19 emergency on issues like paid sick leave civil rights protections and more at,21,25
99,Bank of Canada lowers overnight rate target to ¾ percent https://t.co/7kkT2GZYBt,Negative,bank of canada lowers overnight rate target to percent,9,11
100,"News of panic buying food from supermarkets is in the headlines this week, as the fear of #coronavirus grows. As we stock up our freezers, we look at gas monitoring in Frozen and Dried Food Storage.

Discover how we play a role in keeping your food fresh: https://t.co/n4Nrnv2Ap3 https://t.co/WPlI5p6bf7",Negative,news of panic buying food from supermarkets is in the headlines this week as the fear of coronavirus grows as we stock up our freezers we look at gas monitoring in frozen and dried food storage discover how we play a role in keeping your food fresh,47,51
101,"The workers keeping Sams Club, Costco, Walmart, Target, and any other grocery store running in this country deserve a round of applause! 

#Covid_19",Positive,the workers keeping sams club costco walmart target and any other grocery store running in this country deserve a round of applause covid19,23,30
102,Small reminder: stock up on bar soap for your local food pantry/ place of worship. Our guests at our feeding ministry have asked for it (more portable than liquid hand soap) &amp; they need to stay safe from covid-19 too.,Extremely Positive,small reminder stock up on bar soap for your local food pantry place of worship our guests at our feeding ministry have asked for it more portable than liquid hand soap amp they need to stay safe from covid19 too,40,44
103,"#Cryptocurrencies see $93.5 billion wiped off value in 24 hours as bitcoin plunges 48% 
#bakarainvest
#Covid_19 
#?????_??????
https://t.co/lXRz7SK7Zs",Positive,cryptocurrencies see 935 billion wiped off value in 24 hours as bitcoin plunges 48 bakarainvest covid19,16,32
104,"Hey, bee smart! Avoid the corona virus by shopping online ... Buy some socks! https://t.co/UAgPoGJbQL

#sockfetish #sockfetishsocks #socks #coronavirus #beesafe #shoplocal #supportsmallbusiness #buylocalboise https://t.co/huBK37KoMa",Positive,hey bee smart avoid the corona virus by shopping online buy some socks sockfetish sockfetishsocks socks coronavirus beesafe shoplocal supportsmallbusiness buylocalboise,21,42
105,"Things to do for #Covid_19

- Don't panic buy out your supermarket, just get what you need.
- Wash your hands frequently.
- Avoid being close to other people who may be affected.
- Stay home and call ahead to your doctor if you think you're affected.
- Try not to touch your face.",Extremely Negative,things to do for covid19 dont panic buy out your supermarket just get what you need wash your hands frequently avoid being close to other people who may be affected stay home and call ahead to your doctor if you think youre affected try not to touch your face,49,55
106,"@guatezaddy @WholeFoods I am highly susceptible to coronavirus with a pre existing condition that could be a problem for me if I can't get the treatment I would need. 
An extra $2 an hour for putting my life on the line... 
? the grocery store employe",Negative,i am highly susceptible to coronavirus with a pre existing condition that could be a problem for me if i cant get the treatment i would need an extra 2 an hour for putting my life on the line the grocery store employe,43,48
